Sequence #,Timestamp,PGN,Name,Manufacturer,Remote Address,Local Address,Priority,Single Frame,Size,Packet
273,494212,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDAAC26AC260000
274,494220,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
275,494224,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x35D3FB1C92CC9105
276,494241,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
277,494272,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x3FD3FB1C83CC9105
278,494296,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF507AFF7FFF7FFD
279,494384,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
280,494388,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
281,494392,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x49D3FB1C75CC9105
282,494396,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF507AFF7FFF7FFD
283,494400,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
284,494421,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
285,494441,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
286,494471,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x53D3FB1C66CC9105
287,494497,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4F7AFF7FFF7FFD
288,494501,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
289,494541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
290,494578,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x5DD3FB1C58CC9105
291,494598,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF507AFF7FFF7FFD
292,494682,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
293,494686,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
294,494690,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
295,494694,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x67D3FB1C49CC9105
296,494699,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF507AFF7FFF7FFD
297,494702,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
298,494741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
299,494787,126996,Product Information,Garmin,3,255,6,0,134,0x140584504750534D41502038323000000000000000000000000000000000000000000000342E353000000000000000000000000000000000000000000000000000000000312E30000000000000000000000000000000000000000000000000000000000033383838343532303034000000000000000000000000000000000000000000000102
300,494795,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x72D3FB1C3BCC9105
301,494799,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF507AFF7FFF7FFD
302,494803,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
303,494841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
304,494871,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x7CD3FB1C2CCC9105
305,494900,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4E7AFF7FFF7FFD
306,494978,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
307,494982,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
308,494986,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
309,494990,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x86D3FB1C1DCC9105
310,495001,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4D7AFF7FFF7FFD
311,495004,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
312,495041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
313,495071,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x90D3FB1C0FCC9105
314,495101,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4B7AFF7FFF7FFD
315,495105,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
316,495141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
317,495177,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40E685BC22C040A5152090BF0640CA77D91DF84B01E0A53B140000000010FC01AC26AC264A12000000
318,495198,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10222493CE9808FFFFFF7FF11D681296386009FFFFFF7FF2157332B93E0807FFFFFF7FF114D115B92F1405FFFFFF7FF1160B02A0764006FFFFFF7FF01BB91188BD7805FFFFFF7FF005740573149CFFFFFFFF7FF0125C10DB629CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01AD0335AA69CFFFFFFFF7FF01F970BDA8F9CFFFFFFFF7FF0
319,495298,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDAAC26AC260000
320,495303,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
321,495308,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
322,495312,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
323,495316,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x9AD3FB1C00CC9105
324,495320,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
325,495324,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xA4D3FB1CF2CB9105
326,495328,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
327,495332,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
328,495341,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
329,495371,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xAFD3FB1CE3CB9105
330,495403,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4B7AFF7FFF7FFD
331,495407,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
332,495421,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
333,495441,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
334,495471,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xB9D3FB1CD5CB9105
335,495504,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
336,495584,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
337,495589,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
338,495597,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xC3D3FB1CC6CB9105
339,495605,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
340,495609,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
341,495641,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
342,495671,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
343,495675,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xCDD3FB1CB8CB9105
344,495706,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
345,495709,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
346,495741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
347,495771,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xD7D3FB1CA9CB9105
348,495806,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4D7AFF7FFF7FFD
349,495878,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
350,495882,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
351,495886,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xE1D3FB1C9BCB9105
352,495907,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4D7AFF7FFF7FFD
353,495911,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
354,495921,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
355,495941,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
356,495971,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xECD3FB1C8CCB9105
357,496008,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4D7AFF7FFF7FFD
358,496012,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
359,496041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
360,496071,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xF6D3FB1C7ECB9105
361,496108,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4D7AFF7FFF7FFD
362,496194,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
363,496202,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
364,496214,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40F6ACBC2200FF80C13790BF0640D3A400FCF74B01E0C43B140000000010FC01AC26AC264A12000000
365,496220,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10222493CE9808FFFFFF7FF11D681296386009FFFFFF7FF2157332B93EA406FFFFFF7FF114D115B92F1405FFFFFF7FF1160B02A0764006FFFFFF7FF01BB91188BD7805FFFFFF7FF005740573149CFFFFFFFF7FF0125C10DB629CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01AD0335AA69CFFFFFFFF7FF01F970BDA8F9CFFFFFFFF7FF0
366,496228,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDAAC26AC260000
367,496234,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
368,496239,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
369,496243,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x00D4FB1C6FCB9105
370,496247,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
371,496251,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
372,496271,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x0AD4FB1C60CB9105
373,496310,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
374,496314,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
375,496341,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
376,496371,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x14D4FB1C52CB9105
377,496410,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4B7AFF7FFF7FFD
378,496481,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
379,496485,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
380,496489,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
381,496493,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x1ED4FB1C43CB9105
382,496511,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4A7AFF7FFF7FFD
383,496515,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
384,496541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
385,496578,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x29D4FB1C35CB9105
386,496612,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4A7AFF7FFF7FFD
387,496616,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
388,496641,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
389,496671,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
390,496675,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x33D4FB1C26CB9105
391,496713,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4A7AFF7FFF7FFD
392,496787,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
393,496790,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
394,496794,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x3DD4FB1C18CB9105
395,496813,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4A7AFF7FFF7FFD
396,496817,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
397,496841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
398,496871,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x47D4FB1C09CB9105
399,496914,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
400,496918,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
401,496922,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
402,496941,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
403,496971,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x51D4FB1CFBCA9105
404,497015,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
405,497081,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
406,497085,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
407,497089,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x5BD4FB1CECCA9105
408,497115,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
409,497119,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
410,497141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
411,497177,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF4006D4BC2200BF5C6D4F90BF0650DED127DAF74B01E0E33B140000000010FC01AC26AC264A12000000
412,497198,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10222493CE9808FFFFFF7FF11D681296386009FFFFFF7FF2157332B93EA406FFFFFF7FF114D115B92F1405FFFFFF7FF1160B02A0764006FFFFFF7FF01BB91188BD7805FFFFFF7FF005740573149CFFFFFFFF7FF0125C10DB629CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01AD0335AA69CFFFFFFFF7FF01F970BDA8F9CFFFFFFFF7FF0
413,497204,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDAAC26AC260000
414,497213,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
415,497216,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x66D4FB1CDDCA9105
416,497220,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
417,497224,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
418,497241,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
419,497271,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x70D4FB1CCFCA9105
420,497317,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
421,497389,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
422,497392,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
423,497396,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x7AD4FB1CC1CA9105
424,497417,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
425,497421,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
426,497425,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
427,497441,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
428,497471,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x84D4FB1CB2CA9105
429,497518,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
430,497522,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
431,497541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
432,497581,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x8ED4FB1CA3CA9105
433,497619,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
434,497685,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
435,497689,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
436,497693,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
437,497697,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x98D4FB1C95CA9105
438,497720,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
439,497724,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
440,497741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
441,497772,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xA3D4FB1C86CA9105
442,497820,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
443,497824,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
444,497841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
445,497871,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xADD4FB1C78CA9105
446,497921,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
447,497979,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
448,497982,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
449,497986,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
450,497990,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xB7D4FB1C69CA9105
451,498022,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
452,498026,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
453,498041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
454,498071,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xC1D4FB1C5BCA9105
455,498122,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
456,498126,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
457,498141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
458,498177,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF4016FBBC22408138196790BF0660EBFE4EB8F74B01E0023C140000000010FC01AC26AC264A12000000
459,498198,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10222493CEFC08FFFFFF7FF11D681296386009FFFFFF7FF2157332B93EA406FFFFFF7FF114D115B92F1405FFFFFF7FF1160B02A0764006FFFFFF7FF01BB91188BD7805FFFFFF7FF005740573149CFFFFFFFF7FF0125C10DB629CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01AD0335AA69CFFFFFFFF7FF01F970BDA8F9CFFFFFFFF7FF0
460,498297,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDAAC26AC260000
461,498302,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
462,498306,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xCBD4FB1C4CCA9105
463,498310,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
464,498314,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
465,498318,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
466,498322,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xD5D4FB1C3ECA9105
467,498326,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
468,498330,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
469,498341,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
470,498371,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xE0D4FB1C2FCA9105
471,498421,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
472,498427,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
473,498430,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
474,498441,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
475,498471,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xEAD4FB1C21CA9105
476,498525,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
477,498585,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
478,498589,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
479,498593,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xF4D4FB1C12CA9105
480,498626,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF457AFF7FFF7FFD
481,498630,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
482,498641,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
483,498671,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
484,498675,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFED4FB1C04CA9105
485,498727,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF457AFF7FFF7FFD
486,498731,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
487,498741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
488,498772,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x08D5FB1CF5C99105
489,498827,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF457AFF7FFF7FFD
490,498885,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
491,498890,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
492,498894,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x12D5FB1CE6C99105
493,498921,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
494,498928,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
495,498932,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
496,498941,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
497,498971,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x1DD5FB1CD8C99105
498,499029,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
499,499033,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
500,499041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
501,499071,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x27D5FB1CC9C99105
502,499129,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
503,499193,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
504,499200,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
505,499208,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF402622BD22804114C57E90BF0680E62B7696F74B01E0213C140000000010FC01AC26AC264A12000000
506,499214,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10222493CEFC08FFFFFF7FF11D68129638C409FFFFFF7FF2157332B93EA406FFFFFF7FF114D115B92F7805FFFFFF7FF1160B02A0764006FFFFFF7FF01BB91188BD7805FFFFFF7FF005740573149CFFFFFFFF7FF0125C10DB629CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01AD0335AA69CFFFFFFFF7FF01F970BDA8F9CFFFFFFFF7FF0
507,499222,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDAAC26AC260000
508,499229,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
509,499235,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x31D5FB1CBBC99105
510,499242,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
511,499245,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
512,499249,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
513,499271,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x3BD5FB1CACC99105
514,499331,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
515,499335,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
516,499341,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
517,499371,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x45D5FB1C9EC99105
518,499421,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
519,499482,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
520,499486,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
521,499490,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
522,499494,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x4FD5FB1C8FC99105
523,499532,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
524,499537,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
525,499541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
526,499581,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x5AD5FB1C81C99105
527,499633,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
528,499638,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
529,499642,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
530,499671,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFC9CD49000FFFF
531,499675,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x64D5FB1C72C99105
532,499734,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
533,499783,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
534,499787,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
535,499791,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x6ED5FB1C64C99105
536,499834,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
537,499838,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
538,499842,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
539,499871,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0x78D5FB1C55C99105
